Location,Temperature,Humidity,RainToday
Dartmoor,28.9,38,No
Dartmoor,40.7,13,No
Dartmoor,21.3,58,No
Dartmoor,20.7,44,Yes
Dartmoor,22.1,49,No
Dartmoor,24.9,54,No
Dartmoor,26.6,46,No
Dartmoor,27.3,41,No
Dartmoor,39.8,17,No
Dartmoor,40.7,52,No
Dartmoor,24.3,58,Yes
Dartmoor,20.7,54,Yes
Dartmoor,19.7,52,No
Dartmoor,25.4,45,No
Dartmoor,24.4,42,No
Dartmoor,25,37,No
Dartmoor,31.2,24,No
Dartmoor,39,10,No
Dartmoor,33.6,39,No
Dartmoor,40.7,17,No
Dartmoor,44.2,17,No
Dartmoor,22.4,78,Yes
Dartmoor,21.6,51,Yes
Dartmoor,21.3,49,No
Dartmoor,27.5,35,No
Dartmoor,23.5,74,No
Dartmoor,19.8,55,Yes
Dartmoor,19.3,51,Yes
Dartmoor,22.8,57,No
Dartmoor,25.5,70,No
Dartmoor,27.7,27,No
Dartmoor,32.2,40,No
Dartmoor,21.8,44,No
Dartmoor,24.5,45,No
Dartmoor,28.8,34,No
Dartmoor,24.6,53,No
Dartmoor,23,40,No
Dartmoor,24.5,51,No
Dartmoor,24,47,No
Dartmoor,31.7,17,No
Dartmoor,30.8,53,No
Dartmoor,24.3,42,No
Dartmoor,38.6,23,No
Dartmoor,36.3,24,No
Dartmoor,22.2,92,Yes
Dartmoor,22.3,55,Yes
Dartmoor,24.4,53,No
Dartmoor,33.7,31,No
Dartmoor,35.3,34,No
Dartmoor,36.2,36,No
Dartmoor,34.8,40,No
Dartmoor,21.3,98,No
Dartmoor,22.5,75,Yes
Dartmoor,23.9,55,No
Dartmoor,19.5,88,No
Dartmoor,25.2,65,No
Dartmoor,28.4,39,No
Dartmoor,26.1,49,No
Dartmoor,23.8,49,No
Dartmoor,32.1,36,No
Dartmoor,37.5,19,No
Dartmoor,25,63,No
Dartmoor,23,89,No
Dartmoor,23.5,41,No
Dartmoor,24.5,41,No
Dartmoor,29,29,No
Dartmoor,35.8,24,No
Dartmoor,21.7,70,No
Dartmoor,20.3,48,No
Dartmoor,19.9,50,No
Dartmoor,22.4,50,No
Dartmoor,30.6,33,No
Dartmoor,33.6,40,No
Dartmoor,26.8,65,No
Dartmoor,24.9,33,No
Dartmoor,25.4,59,No
Dartmoor,23.2,53,No
Dartmoor,18,56,Yes
Dartmoor,19.6,47,No
Dartmoor,20,52,No
Dartmoor,27.5,34,No
Dartmoor,30.4,23,No
Dartmoor,31.1,22,No
Dartmoor,32.3,34,No
Dartmoor,29.7,43,No
Dartmoor,27.1,50,No
Dartmoor,25.9,55,No
Dartmoor,24.6,57,Yes
Dartmoor,24.3,56,No
Dartmoor,22,57,No
Dartmoor,20.4,45,No
Dartmoor,21.4,56,No
Dartmoor,26.2,54,No
Dartmoor,32.7,23,No
Dartmoor,20,81,No
Dartmoor,17.5,91,No
Dartmoor,19.2,95,Yes
Dartmoor,20.4,60,Yes
Dartmoor,21.4,54,No
Dartmoor,22.2,49,No
Dartmoor,21.5,57,No
Dartmoor,20.3,55,No
Dartmoor,18.5,67,No
Dartmoor,25.2,49,No
Dartmoor,27.5,31,No
Dartmoor,18.7,91,Yes
Dartmoor,21.1,69,Yes
Dartmoor,20.5,61,Yes
Dartmoor,16.3,93,No
Dartmoor,19.8,79,Yes
Dartmoor,16,51,Yes
Dartmoor,15.9,66,No
Dartmoor,15.5,68,No
Dartmoor,18.3,72,No
Dartmoor,17.9,73,No
Dartmoor,23.4,49,No
Dartmoor,26.7,35,No
Dartmoor,22.5,64,Yes
Dartmoor,22.1,73,Yes
Dartmoor,19.5,85,Yes
Dartmoor,23.7,67,Yes
Dartmoor,27.8,53,No
Dartmoor,18.1,95,Yes
Dartmoor,17.5,74,Yes
Dartmoor,17,58,Yes
Dartmoor,18.9,58,No
Dartmoor,16.4,57,Yes
Dartmoor,16.9,89,No
Dartmoor,15.6,79,Yes
Dartmoor,15.6,80,No
Dartmoor,21.9,60,No
Dartmoor,17,61,No
Dartmoor,21,61,No
Dartmoor,14,89,Yes
Dartmoor,14.7,76,Yes
Dartmoor,17.2,67,Yes
Dartmoor,17.7,94,Yes
Dartmoor,18.1,79,Yes
Dartmoor,19.6,75,No
Dartmoor,21.1,53,No
Dartmoor,12.8,73,Yes
Dartmoor,14.9,78,Yes
Dartmoor,13.8,90,No
Dartmoor,16.7,63,No
Dartmoor,17.5,58,No
Dartmoor,17.9,60,No
Dartmoor,18.1,58,No
Dartmoor,15.6,81,No
Dartmoor,17.4,77,No
Dartmoor,16.9,73,No
Dartmoor,15.3,67,No
Dartmoor,15.3,49,No
Dartmoor,14.6,59,No
Dartmoor,14.3,77,No
Dartmoor,16.9,86,Yes
Dartmoor,16.5,76,No
Dartmoor,16.3,77,No
Dartmoor,15,92,No
Dartmoor,15.6,89,Yes
Dartmoor,16.3,93,Yes
Dartmoor,16.4,75,No
Dartmoor,16.3,60,No
Dartmoor,15.1,80,No
Dartmoor,15.5,78,No
Dartmoor,16.3,69,No
Dartmoor,14.2,68,Yes
Dartmoor,14.5,80,Yes
Dartmoor,12.4,89,No
Dartmoor,13.2,81,No
Dartmoor,12.3,68,Yes
Dartmoor,14.1,72,Yes
Dartmoor,14.3,97,Yes
Dartmoor,13.5,74,Yes
Dartmoor,11.8,84,No
Dartmoor,13.4,56,No
Dartmoor,11.8,64,No
Dartmoor,14.8,76,No
Dartmoor,13.3,77,Yes
Dartmoor,14.1,96,Yes
Dartmoor,15,82,Yes
Dartmoor,14.8,76,Yes
Dartmoor,13.3,91,No
Dartmoor,14.8,63,No
Dartmoor,14.3,85,No
Dartmoor,14.9,85,No
Dartmoor,12.8,67,Yes
Dartmoor,12.4,77,Yes
Dartmoor,12.1,72,No
Dartmoor,10.9,90,No
Dartmoor,10.6,97,Yes
Dartmoor,12.4,84,Yes
Dartmoor,12.9,95,Yes
Dartmoor,10.7,97,Yes
Dartmoor,13.5,79,Yes
Dartmoor,13.6,72,No
Dartmoor,10.6,78,No
Dartmoor,14.4,73,No
Dartmoor,14.7,81,No
Dartmoor,14.8,71,Yes
Dartmoor,13.2,68,No
Dartmoor,14.2,83,Yes
Dartmoor,15.9,69,Yes
Dartmoor,15.5,60,No
Dartmoor,15,80,No
Dartmoor,13.4,79,Yes
Dartmoor,13.7,74,Yes
Dartmoor,15.1,66,No
Dartmoor,13.5,68,No
Dartmoor,11.7,93,Yes
Dartmoor,12.6,68,Yes
Dartmoor,13.2,91,Yes
Dartmoor,13.4,94,Yes
Dartmoor,14.4,79,Yes
Dartmoor,14.9,71,No
Dartmoor,13.3,79,No
Dartmoor,15.1,75,No
Dartmoor,14.7,71,No
Dartmoor,14.4,66,No
Dartmoor,13.4,78,No
Dartmoor,14.4,81,No
Dartmoor,16.9,71,No
Dartmoor,14.4,94,Yes
Dartmoor,11.4,79,Yes
Dartmoor,13,88,Yes
Dartmoor,12.5,83,Yes
Dartmoor,11.4,71,Yes
Dartmoor,12.4,84,Yes
Dartmoor,13.2,83,Yes
Dartmoor,13.5,62,No
Dartmoor,15,70,No
Dartmoor,14.8,63,No
Dartmoor,14.6,77,No
Dartmoor,13.1,72,Yes
Dartmoor,13.5,82,No
Dartmoor,12,84,Yes
Dartmoor,12.1,88,No
Dartmoor,12.6,73,Yes
Dartmoor,11.4,66,Yes
Dartmoor,12.4,61,No
Dartmoor,11.9,96,No
Dartmoor,12.1,73,Yes
Dartmoor,12.8,75,Yes
Dartmoor,14.1,72,Yes
Dartmoor,15.9,58,No
Dartmoor,14.1,93,No
Dartmoor,11.8,94,Yes
Dartmoor,10.4,92,Yes
Dartmoor,13.1,80,Yes
Dartmoor,13.2,68,Yes
Dartmoor,14.4,77,Yes
Dartmoor,15.6,64,No
Dartmoor,17.2,58,No
Dartmoor,15.9,58,No
Dartmoor,13.4,81,Yes
Dartmoor,13.6,67,No
Dartmoor,14.7,69,No
Dartmoor,17.7,84,Yes
Dartmoor,14.2,86,Yes
Dartmoor,12.7,71,Yes
Dartmoor,15.1,58,No
Dartmoor,15.8,63,No
Dartmoor,17.3,90,Yes
Dartmoor,14.8,65,Yes
Dartmoor,16,65,No
Dartmoor,17.2,62,No
Dartmoor,14,66,Yes
Dartmoor,13.6,64,No
Dartmoor,13.8,70,No
Dartmoor,12.2,69,Yes
Dartmoor,14.1,69,No
Dartmoor,12.3,94,Yes
Dartmoor,13.4,80,Yes
Dartmoor,14.6,89,Yes
Dartmoor,14.1,74,No
Dartmoor,14.1,90,No
Dartmoor,13.1,77,No
Dartmoor,14.7,71,No
Dartmoor,17.9,74,No
Dartmoor,16.8,65,No
Dartmoor,13.6,72,No
Dartmoor,12.5,65,Yes
Dartmoor,13.5,61,Yes
Dartmoor,12.3,74,No
Dartmoor,17.1,52,No
Dartmoor,19.8,51,No
Dartmoor,23.6,50,No
Dartmoor,20.8,75,No
Dartmoor,18.4,61,No
Dartmoor,21.1,53,No
Dartmoor,14.4,60,Yes
Dartmoor,16.2,73,No
Dartmoor,15.2,74,Yes
Dartmoor,22.1,52,No
Dartmoor,25.1,49,No
Dartmoor,17.4,99,No
Dartmoor,14.8,67,Yes
Dartmoor,18.7,60,No
Dartmoor,11.8,77,Yes
Dartmoor,13.3,88,Yes
Dartmoor,14.8,71,Yes
Dartmoor,16.6,68,No
Dartmoor,17.1,63,No
Dartmoor,20.9,59,No
Dartmoor,25.2,44,No
Dartmoor,27.4,47,No
Dartmoor,16.5,61,No
Dartmoor,16.3,57,No
Dartmoor,20,44,No
Dartmoor,18.1,93,No
Dartmoor,18,56,No
Dartmoor,23.9,35,No
Dartmoor,29.8,35,No
Dartmoor,13.6,99,Yes
Dartmoor,13.3,69,Yes
Dartmoor,15.8,67,No
Dartmoor,17.5,69,Yes
Dartmoor,14.5,75,No
Dartmoor,15.5,63,No
Dartmoor,20.7,54,No
Dartmoor,23.8,41,No
Dartmoor,20.9,71,No
Dartmoor,19.6,67,No
Dartmoor,25.8,42,No
Dartmoor,18.8,83,No
Dartmoor,25.8,59,No
Dartmoor,27.6,88,No
Dartmoor,14.4,87,Yes
Dartmoor,18.1,72,Yes
Dartmoor,16.8,61,No
Dartmoor,17.2,57,No
Dartmoor,20.3,56,No
Dartmoor,16.6,60,Yes
Dartmoor,19,55,No
Dartmoor,24.7,53,No
Dartmoor,23.9,56,No
Dartmoor,34.6,20,No
Dartmoor,35.5,24,No
Dartmoor,28.3,74,No
Dartmoor,18.3,86,Yes
Dartmoor,24.6,58,No
Dartmoor,18.2,86,Yes
Dartmoor,16.7,73,Yes
Dartmoor,18.4,64,No
Dartmoor,20.8,71,No
Dartmoor,24.8,68,No
Dartmoor,29.5,42,No
Dartmoor,29.1,64,No
Dartmoor,32,50,Yes
Dartmoor,33.8,42,No
Dartmoor,28.1,69,Yes
Dartmoor,26.4,86,Yes
Dartmoor,20.5,86,Yes
Dartmoor,23.4,55,Yes
Dartmoor,18.3,53,Yes
Dartmoor,20.3,93,Yes
Dartmoor,18.6,58,Yes
Dartmoor,19.9,68,No
Dartmoor,29.8,39,No
Dartmoor,20.8,49,No
Dartmoor,20.6,60,No
Dartmoor,19,56,No
Dartmoor,18.7,52,Yes
Dartmoor,15.2,89,Yes
Dartmoor,17.1,88,Yes
Dartmoor,16.6,56,Yes
Dartmoor,20.6,59,No
Dartmoor,19.7,54,No
Dartmoor,27.2,37,No
Dartmoor,25,42,No
Dartmoor,18.6,54,No
Dartmoor,17.5,49,No
Dartmoor,23.8,38,No
Dartmoor,22.9,54,No
Dartmoor,29.1,38,No
Dartmoor,37.9,26,No
Dartmoor,22.3,55,No
Dartmoor,20.4,48,No
Dartmoor,20.4,46,No
Dartmoor,22.7,46,No
Dartmoor,22.8,50,No
Dartmoor,33.6,27,No
Dartmoor,39.1,14,No
Dartmoor,20.4,81,No
Dartmoor,24.1,61,Yes
Dartmoor,20.6,97,No
Dartmoor,27.6,68,Yes
Dartmoor,26.2,77,Yes
Dartmoor,23.9,99,No
Dartmoor,24.4,64,Yes
Dartmoor,27.1,69,No
Dartmoor,23.1,60,No
Dartmoor,19,78,No
Dartmoor,18.9,66,No
Dartmoor,21.8,61,No
Dartmoor,30.9,34,No
Dartmoor,22.3,65,No
Dartmoor,23.4,55,No
Dartmoor,26.9,56,No
Dartmoor,19.8,50,Yes
Dartmoor,20.7,65,No
Dartmoor,23.2,59,Yes
Dartmoor,23.5,59,No
Dartmoor,23,61,No
Dartmoor,30.1,26,No
Dartmoor,39.8,18,No
Dartmoor,32.6,53,No
Dartmoor,24.8,95,No
Dartmoor,28.5,45,No
Dartmoor,27,54,No
Dartmoor,29.6,64,No
Dartmoor,18.3,92,No
Dartmoor,18.8,45,Yes
Dartmoor,20.2,54,No
Dartmoor,21.8,47,No
Dartmoor,24.9,58,No
Dartmoor,30.2,38,No
Dartmoor,19.4,94,Yes
Dartmoor,20.2,55,No
Dartmoor,21.2,59,No
Dartmoor,25.1,58,No
Dartmoor,32.5,40,No
Dartmoor,32,53,Yes
Dartmoor,23.4,94,Yes
Dartmoor,21,98,Yes
Dartmoor,21.2,90,Yes
Dartmoor,17.2,65,No
Dartmoor,18.5,63,No
Dartmoor,20.4,65,No
Dartmoor,25.4,50,No
Dartmoor,27.1,67,No
Dartmoor,25.4,65,No
Dartmoor,27.6,53,No
Dartmoor,22.4,67,Yes
Dartmoor,20.6,73,No
Dartmoor,16.9,57,Yes
Dartmoor,16.2,69,No
Dartmoor,18.3,64,No
Dartmoor,17.2,66,No
Dartmoor,20,46,No
Dartmoor,30.1,39,No
Dartmoor,33.9,31,No
Dartmoor,24.2,99,No
Dartmoor,17.2,95,Yes
Dartmoor,18.2,70,Yes
Dartmoor,25.9,62,No
Dartmoor,30.1,51,No
Dartmoor,21.4,73,No
Dartmoor,22.2,59,No
Dartmoor,23.1,58,No
Dartmoor,19,63,No
Dartmoor,19.6,53,No
Dartmoor,19.4,57,No
Dartmoor,22.9,53,No
Dartmoor,28.7,49,No
Dartmoor,19.8,97,Yes
Dartmoor,18,95,Yes
Dartmoor,19.5,84,No
Dartmoor,17.2,95,Yes
Dartmoor,17.4,67,Yes
Dartmoor,18.7,70,No
Dartmoor,16.8,82,No
Dartmoor,23.6,63,No
Dartmoor,26.3,70,No
Dartmoor,17.3,56,No
Dartmoor,17,62,No
Dartmoor,17.6,80,Yes
Dartmoor,17.4,86,No
Dartmoor,15.9,71,No
Dartmoor,16.5,93,No
Dartmoor,13.4,66,No
Dartmoor,13.3,68,No
Dartmoor,14.8,76,No
Dartmoor,14.3,85,No
Dartmoor,14.3,73,Yes
Dartmoor,13.4,80,No
Dartmoor,13,99,Yes
Dartmoor,15.7,89,Yes
Dartmoor,14.3,76,Yes
Dartmoor,13.5,76,Yes
Dartmoor,14.1,73,No
Dartmoor,13.2,79,No
Dartmoor,14.9,63,No
Dartmoor,14.7,72,No
Dartmoor,17.3,71,No
Dartmoor,19.8,53,No
Dartmoor,20.2,69,No
Dartmoor,18.1,75,Yes
Dartmoor,14.2,94,Yes
Dartmoor,11.4,92,Yes
Dartmoor,12.2,75,Yes
Dartmoor,14.2,84,Yes
Dartmoor,14.9,88,Yes
Dartmoor,12.4,99,Yes
Dartmoor,15.3,86,Yes
Dartmoor,15.1,80,No
Dartmoor,13.9,77,No
Dartmoor,16,69,No
Dartmoor,18.7,66,No
Dartmoor,15.7,71,No
Dartmoor,15.1,64,Yes
Dartmoor,14.6,96,No
Dartmoor,12.3,91,Yes
Dartmoor,11.4,84,Yes
Dartmoor,10.9,80,Yes
Dartmoor,13.8,89,Yes
Dartmoor,13,83,No
Dartmoor,13,97,No
Dartmoor,13.9,76,No
Dartmoor,14.5,72,No
Dartmoor,14.4,75,No
Dartmoor,14.4,69,No
Dartmoor,12.6,76,No
Dartmoor,13.4,71,Yes
Dartmoor,14.5,93,Yes
Dartmoor,15.2,99,No
Dartmoor,14.7,91,Yes
Dartmoor,11.4,89,Yes
Dartmoor,14.2,93,Yes
Dartmoor,14.8,83,Yes
Dartmoor,15.2,99,No
Dartmoor,15.8,65,Yes
Dartmoor,15.2,92,No
Dartmoor,15.9,91,Yes
Dartmoor,15.7,67,No
Dartmoor,16.7,61,No
Dartmoor,14.9,73,No
Dartmoor,17.4,63,No
Dartmoor,13.3,87,No
Dartmoor,15.4,72,Yes
Dartmoor,12.7,88,Yes
Dartmoor,12.1,83,Yes
Dartmoor,12.3,92,Yes
Dartmoor,11.6,76,Yes
Dartmoor,12.3,87,No
Dartmoor,13.3,76,Yes
Dartmoor,12.5,87,No
Dartmoor,11.9,74,Yes
Dartmoor,13,94,No
Dartmoor,12.6,73,Yes
Dartmoor,13.9,75,No
Dartmoor,12.7,68,No
Dartmoor,12.9,67,No
Dartmoor,9.6,99,No
Dartmoor,11,99,Yes
Dartmoor,12.6,81,Yes
Dartmoor,14.6,79,No
Dartmoor,13.2,72,No
Dartmoor,14.7,75,No
Dartmoor,10.9,85,No
Dartmoor,12,99,Yes
Dartmoor,14.1,77,Yes
Dartmoor,13,67,Yes
Dartmoor,13.5,68,No
Dartmoor,17,62,No
Dartmoor,14.2,61,No
Dartmoor,17.3,72,No
Dartmoor,18.1,66,No
Dartmoor,18.8,71,No
Dartmoor,19.8,60,No
Dartmoor,23.1,48,No
Dartmoor,16.1,86,Yes
Dartmoor,13.8,80,Yes
Dartmoor,14.7,69,No
Dartmoor,14.6,81,Yes
Dartmoor,13.9,76,Yes
Dartmoor,14.5,93,Yes
Dartmoor,15.6,92,Yes
Dartmoor,15.5,65,Yes
Dartmoor,13.6,73,No
Dartmoor,14.7,74,No
Dartmoor,16.8,62,No
Dartmoor,15.4,88,Yes
Dartmoor,16.1,94,Yes
Dartmoor,14.4,81,Yes
Dartmoor,12.9,99,Yes
Dartmoor,15.8,95,Yes
Dartmoor,18.1,77,No
Dartmoor,19.3,61,No
Dartmoor,18.3,51,No
Dartmoor,20.1,50,No
Dartmoor,20.6,48,No
Dartmoor,15.2,70,No
Dartmoor,13.6,73,Yes
Dartmoor,15.2,79,Yes
Dartmoor,16.3,71,No
Dartmoor,13.3,59,Yes
Dartmoor,12.4,77,No
Dartmoor,15,82,No
Dartmoor,15.7,64,No
Dartmoor,18.9,53,No
Dartmoor,21.3,41,No
Dartmoor,16.8,56,No
Dartmoor,17.6,60,No
Dartmoor,12.4,88,Yes
Dartmoor,14,81,Yes
Dartmoor,13.8,62,No
Dartmoor,13.2,74,Yes
Dartmoor,14.3,80,Yes
Dartmoor,14.3,62,Yes
Dartmoor,14.8,64,No
Dartmoor,17.4,69,Yes
Dartmoor,15.6,61,No
Dartmoor,15.3,73,No
Dartmoor,18.5,71,No
Dartmoor,23.1,57,No
Dartmoor,19.4,52,No
Dartmoor,25.2,57,No
Dartmoor,15.6,59,Yes
Dartmoor,18.1,73,Yes
Dartmoor,24.9,36,No
Dartmoor,13.8,59,No
Dartmoor,13.2,78,No
Dartmoor,16.5,63,Yes
Dartmoor,19.6,57,No
Dartmoor,23.3,46,No
Dartmoor,14.4,98,No
Dartmoor,15.3,69,Yes
Dartmoor,12.5,92,Yes
Dartmoor,15.2,59,Yes
Dartmoor,15,60,No
Dartmoor,17.9,50,No
Dartmoor,22.3,48,No
Dartmoor,18.9,63,No
Dartmoor,18.9,75,Yes
Dartmoor,18.4,93,No
Dartmoor,17.5,76,Yes
Dartmoor,14.3,60,Yes
Dartmoor,15.8,73,No
Dartmoor,14.5,73,Yes
Dartmoor,14.6,69,No
Dartmoor,20.3,59,No
Dartmoor,25.5,60,No
Dartmoor,17.5,78,No
Dartmoor,15.8,61,Yes
Dartmoor,19.7,46,No
Dartmoor,25.3,36,No
Dartmoor,31.2,28,No
Dartmoor,22.6,60,No
Dartmoor,19.9,63,Yes
Dartmoor,19,83,No
Dartmoor,27.4,60,No
Dartmoor,13.9,78,Yes
Dartmoor,14.9,64,Yes
Dartmoor,19,61,No
Dartmoor,26.1,50,No
Dartmoor,23.7,93,No
Dartmoor,15.7,89,Yes
Dartmoor,14,69,Yes
Dartmoor,15.2,71,No
Dartmoor,17.2,84,No
Dartmoor,15.4,97,Yes
Dartmoor,16.6,80,Yes
Dartmoor,24.9,62,No
Dartmoor,32,32,No
Dartmoor,22.2,67,No
Dartmoor,29,29,No
Dartmoor,27.6,70,Yes
Dartmoor,29,85,No
Dartmoor,19.7,54,Yes
Dartmoor,21.2,57,No
Dartmoor,23.2,58,No
Dartmoor,26.6,44,No
Dartmoor,21.2,60,No
Dartmoor,24.9,49,No
Dartmoor,19.5,42,No
Dartmoor,29.1,41,No
Dartmoor,34.6,28,No
Dartmoor,18.9,67,Yes
Dartmoor,19.3,57,Yes
Dartmoor,20.8,54,No
Dartmoor,18.4,88,No
Dartmoor,19,51,No
Dartmoor,22.1,55,No
Dartmoor,23.8,66,No
Dartmoor,19.6,80,Yes
Dartmoor,20.8,66,Yes
Dartmoor,22,65,No
Dartmoor,26.9,46,No
Dartmoor,17.5,49,Yes
Dartmoor,18,53,Yes
Dartmoor,20,61,No
Dartmoor,19,57,No
Dartmoor,17.2,50,No
Dartmoor,23.1,37,No
Dartmoor,26.4,36,No
Dartmoor,29.1,42,No
Dartmoor,31.9,39,No
Dartmoor,24.1,58,No
Dartmoor,26.4,79,No
Dartmoor,20.3,52,Yes
Dartmoor,20.2,60,No
Dartmoor,19.7,51,No
Dartmoor,20.7,46,No
Dartmoor,23.2,50,No
Dartmoor,27.1,51,No
Dartmoor,34.1,32,No
Dartmoor,26.5,80,Yes
Dartmoor,19.3,77,Yes
Dartmoor,23.3,65,No
Dartmoor,23.3,48,No
Dartmoor,29.4,39,No
Dartmoor,27,62,No
Dartmoor,30.1,42,No
Dartmoor,26.3,67,No
Dartmoor,21.6,51,No
Dartmoor,21.9,55,No
Dartmoor,22.8,46,No
Dartmoor,25.2,48,No
Dartmoor,31.6,26,No
Dartmoor,33.6,27,No
Dartmoor,36,30,No
Dartmoor,43,10,No
Dartmoor,34.8,38,No
Dartmoor,22.5,46,No
Dartmoor,21.4,43,No
Dartmoor,26.2,28,No
Dartmoor,25.5,38,No
Dartmoor,22.7,43,Yes
Dartmoor,21.9,43,Yes
Dartmoor,19.2,55,Yes
Dartmoor,17.9,43,Yes
Dartmoor,20.7,58,No
Dartmoor,20.2,50,No
Dartmoor,20.3,55,No
Dartmoor,24.9,46,No
Dartmoor,37.4,17,No
Dartmoor,38.8,19,No
Dartmoor,24.4,44,No
Dartmoor,26.3,51,No
Dartmoor,24.7,44,No
Dartmoor,24.7,52,No
Dartmoor,37.7,29,No
Dartmoor,37.3,22,No
Dartmoor,36.2,24,No
Dartmoor,25.7,55,No
Dartmoor,25.8,39,No
Dartmoor,30.4,46,No
Dartmoor,37,34,No
Dartmoor,36.8,31,No
Dartmoor,23.6,73,No
Dartmoor,19.1,48,Yes
Dartmoor,22.3,51,No
Dartmoor,25.5,51,No
Dartmoor,31.1,43,No
Dartmoor,29.1,25,No
Dartmoor,19.3,86,No
Dartmoor,21.4,71,Yes
Dartmoor,19.7,48,No
Dartmoor,20.2,48,No
Dartmoor,19.6,48,No
Dartmoor,22.5,60,Yes
Dartmoor,21.3,58,No
Dartmoor,23.9,54,No
Dartmoor,25.3,52,No
Dartmoor,31.4,28,No
Dartmoor,35,23,No
Dartmoor,22.1,74,No
Dartmoor,25.9,52,No
Dartmoor,30.6,33,No
Dartmoor,31.8,45,No
Dartmoor,22.9,62,No
Dartmoor,23.8,50,No
Dartmoor,27.1,48,No
Dartmoor,25.6,46,No
Dartmoor,39.3,12,No
Dartmoor,40.5,15,No
Dartmoor,35.5,34,No
Dartmoor,23.7,62,No
Dartmoor,25,42,No
Dartmoor,19.3,58,No
Dartmoor,22.4,53,No
Dartmoor,25.2,46,Yes
Dartmoor,18.1,99,Yes
Dartmoor,23.3,66,Yes
Dartmoor,18.9,71,No
Dartmoor,21.3,55,No
Dartmoor,24.6,41,Yes
Dartmoor,25.9,40,No
Dartmoor,24.3,47,No
Dartmoor,20.6,52,No
Dartmoor,20.6,54,No
Dartmoor,26.6,39,No
Dartmoor,33.4,21,No
Dartmoor,34,21,No
Dartmoor,26.5,43,Yes
Dartmoor,20.6,74,Yes
Dartmoor,21.8,52,No
Dartmoor,24.4,49,No
Dartmoor,29.9,33,No
Dartmoor,32.7,32,No
Dartmoor,17.7,67,Yes
Dartmoor,17.5,94,No
Dartmoor,16.2,62,Yes
Dartmoor,18.1,68,Yes
Dartmoor,17.7,66,No
Dartmoor,19.3,60,No
Dartmoor,20.3,55,No
Dartmoor,25.4,46,No
Dartmoor,25.6,46,No
Dartmoor,28.1,38,No
Dartmoor,21.8,51,No
Dartmoor,21.9,42,No
Dartmoor,27.6,36,No
Dartmoor,24.8,49,No
Dartmoor,26.9,48,No
Dartmoor,29.7,32,No
Dartmoor,31.3,58,No
Dartmoor,17.1,53,Yes
Dartmoor,19.1,62,No
Dartmoor,15.4,55,Yes
Dartmoor,15.2,59,Yes
Dartmoor,18.4,55,No
Dartmoor,23.3,34,No
Dartmoor,25.6,21,No
Dartmoor,27.2,22,No
Dartmoor,26.6,58,No
Dartmoor,21.2,55,No
Dartmoor,23.3,47,No
Dartmoor,27.8,28,No
Dartmoor,28.3,33,No
Dartmoor,24.1,62,No
Dartmoor,27.1,39,No
Dartmoor,21,91,Yes
Dartmoor,13.4,78,Yes
Dartmoor,14.1,90,Yes
Dartmoor,16.4,83,Yes
Dartmoor,16.9,72,Yes
Dartmoor,18.5,75,No
Dartmoor,19,78,No
Dartmoor,15.4,71,Yes
Dartmoor,17.1,61,No
Dartmoor,17.7,92,No
Dartmoor,14.4,61,Yes
Dartmoor,15.2,76,Yes
Dartmoor,14,87,Yes
Dartmoor,14.6,77,Yes
Dartmoor,14.7,75,No
Dartmoor,19.7,59,No
Dartmoor,22.3,55,No
Dartmoor,18.7,75,No
Dartmoor,17.8,57,Yes
Dartmoor,15.2,57,Yes
Dartmoor,14.1,86,Yes
Dartmoor,14.8,97,Yes
Dartmoor,15.7,81,Yes
Dartmoor,14.9,82,Yes
Dartmoor,16.3,62,No
Dartmoor,17.7,59,No
Dartmoor,18.4,65,No
Dartmoor,14.4,58,Yes
Dartmoor,14.1,73,No
Dartmoor,15.5,66,No
Dartmoor,16.5,87,Yes
Dartmoor,20.1,39,Yes
Dartmoor,11.3,98,Yes
Dartmoor,12.5,72,Yes
Dartmoor,14.8,88,Yes
Dartmoor,13.6,77,Yes
Dartmoor,14.7,95,No
Dartmoor,14.6,93,Yes
Dartmoor,15.2,99,Yes
Dartmoor,15.3,76,No
Dartmoor,17.4,68,No
Dartmoor,13,79,No
Dartmoor,12.1,86,Yes
Dartmoor,12.5,100,Yes
Dartmoor,12.3,85,Yes
Dartmoor,12.6,75,No
Dartmoor,14,69,No
Dartmoor,12.8,80,No
Dartmoor,11.9,80,Yes
Dartmoor,12.4,84,No
Dartmoor,14.2,64,No
Dartmoor,14,73,No
Dartmoor,14.6,82,No
Dartmoor,14.5,76,Yes
Dartmoor,14,78,Yes
Dartmoor,14.4,94,Yes
Dartmoor,14.5,96,Yes
Dartmoor,15.8,93,Yes
Dartmoor,12.5,69,Yes
Dartmoor,13.7,67,No
Dartmoor,10.6,100,Yes
Dartmoor,11.7,68,Yes
Dartmoor,13.6,90,No
Dartmoor,14.8,81,Yes
Dartmoor,14.5,93,Yes
Dartmoor,12.1,68,No
Dartmoor,11.5,62,No
Dartmoor,11.7,73,No
Dartmoor,12.9,89,Yes
Dartmoor,10.3,97,Yes
Dartmoor,12.2,83,Yes
Dartmoor,12.9,88,Yes
Dartmoor,13.8,77,Yes
Dartmoor,13.5,72,No
Dartmoor,13.9,76,No
Dartmoor,13.2,79,No
Dartmoor,13.8,58,No
Dartmoor,14.4,66,No
Dartmoor,14.3,82,No
Dartmoor,12.2,100,Yes
